"subject","task","congurancy","block","trial","accuracy","rt"
"subj016","word_reading","incongruent",3,31,1,679
"subj016","word_reading","congruent",3,32,1,879
"subj016","word_reading","congruent",3,33,1,782
"subj016","word_reading","congruent",3,34,0,731
"subj016","ink_naming","congruent",3,35,1,1091
"subj016","word_reading","congruent",3,36,1,561
"subj016","word_reading","incongruent",3,37,1,539
"subj016","word_reading","congruent",3,38,1,749
"subj016","ink_naming","incongruent",3,39,1,1073
"subj016","word_reading","incongruent",3,40,1,651
"subj016","word_reading","congruent",3,41,1,775
"subj016","word_reading","congruent",3,42,1,611
"subj016","ink_naming","congruent",3,43,1,916
"subj016","word_reading","incongruent",3,44,1,616
"subj016","word_reading","incongruent",3,45,1,701
"subj016","word_reading","congruent",3,46,1,711
"subj016","ink_naming","congruent",3,47,1,858
"subj016","word_reading","congruent",3,48,1,674
"subj016","ink_naming","incongruent",3,49,1,1186
"subj016","ink_naming","congruent",3,50,0,1100
"subj016","ink_naming","incongruent",4,1,1,1131
"subj016","word_reading","congruent",4,2,1,725
"subj016","word_reading","congruent",4,3,0,543
"subj016","ink_naming","incongruent",4,4,1,1143
"subj016","ink_naming","incongruent",4,5,1,1236
"subj016","word_reading","congruent",4,6,0,576
"subj016","word_reading","congruent",4,7,1,636
"subj016","ink_naming","incongruent",4,8,1,1123
"subj016","word_reading","incongruent",4,9,1,778
"subj016","word_reading","incongruent",4,10,1,774
"subj016","word_reading","incongruent",4,11,1,706
"subj016","ink_naming","incongruent",4,12,1,1217
"subj016","word_reading","congruent",4,13,1,491
"subj016","word_reading","incongruent",4,14,1,602
"subj016","ink_naming","congruent",4,15,1,813
"subj016","word_reading","congruent",4,16,1,644
"subj016","word_reading","congruent",4,17,1,904
"subj016","word_reading","congruent",4,18,1,888
"subj016","ink_naming","incongruent",4,19,0,1124
"subj016","ink_naming","incongruent",4,20,1,1154
"subj016","ink_naming","incongruent",4,21,1,978
"subj016","word_reading","congruent",4,22,1,714
"subj016","ink_naming","congruent",4,23,1,926
"subj016","word_reading","congruent",4,24,1,590
"subj016","ink_naming","congruent",4,26,1,1131
"subj016","ink_naming","congruent",4,27,1,1139
"subj016","ink_naming","incongruent",4,28,1,1118
"subj016","word_reading","congruent",4,29,1,535
"subj016","ink_naming","incongruent",4,30,1,1190
"subj016","word_reading","congruent",4,31,1,553
"subj016","ink_naming","incongruent",4,32,1,1290
"subj016","word_reading","congruent",4,33,1,607
"subj016","word_reading","congruent",4,34,1,777
"subj016","ink_naming","congruent",4,35,1,997
"subj016","ink_naming","congruent",4,36,1,1111
"subj016","word_reading","incongruent",4,37,1,729
"subj016","word_reading","congruent",4,38,1,633
"subj016","word_reading","incongruent",4,39,1,566
"subj016","word_reading","incongruent",4,40,1,733
"subj016","ink_naming","incongruent",4,41,1,1127
"subj016","ink_naming","incongruent",4,42,1,1255
"subj016","ink_naming","incongruent",4,43,1,1348
"subj016","ink_naming","incongruent",4,45,1,1215
"subj016","ink_naming","incongruent",4,46,1,1084
"subj016","ink_naming","congruent",4,47,1,933
"subj016","ink_naming","congruent",4,48,1,1162
"subj016","ink_naming","congruent",4,49,1,1010
"subj016","word_reading","incongruent",4,50,1,625
"subj016","word_reading","congruent",5,1,1,648
"subj016","ink_naming","congruent",5,2,1,1027
"subj016","word_reading","congruent",5,3,1,618
"subj016","ink_naming","congruent",5,4,1,1024
"subj016","ink_naming","incongruent",5,5,1,1181
"subj016","ink_naming","congruent",5,6,1,1125
"subj016","word_reading","congruent",5,7,1,750
"subj016","word_reading","incongruent",5,8,1,600
"subj016","word_reading","congruent",5,10,1,746
"subj016","ink_naming","congruent",5,11,1,985
"subj016","word_reading","congruent",5,12,1,822
"subj016","ink_naming","incongruent",5,13,1,1144
"subj016","word_reading","congruent",5,14,1,561
"subj016","word_reading","congruent",5,15,1,604
"subj016","word_reading","incongruent",5,16,1,830
"subj016","ink_naming","congruent",5,17,1,1257
"subj016","word_reading","congruent",5,18,1,573
"subj016","ink_naming","incongruent",5,19,0,1158
"subj016","ink_naming","congruent",5,20,1,1069
"subj016","word_reading","congruent",5,21,1,507
"subj016","word_reading","incongruent",5,22,1,729
"subj016","word_reading","incongruent",5,23,1,623
"subj016","ink_naming","congruent",5,24,1,1029
"subj016","word_reading","congruent",5,25,1,590
"subj016","word_reading","congruent",5,26,1,547
"subj016","ink_naming","congruent",5,27,1,860
"subj016","word_reading","incongruent",5,28,1,612
"subj016","word_reading","incongruent",5,29,0,595
"subj016","word_reading","congruent",5,30,1,713
"subj016","word_reading","congruent",5,31,1,626
"subj016","ink_naming","incongruent",5,32,1,1314
"subj016","ink_naming","congruent",5,33,1,978
"subj016","word_reading","congruent",5,34,1,831
"subj016","word_reading","incongruent",5,35,1,730
"subj016","ink_naming","incongruent",5,36,1,1145
"subj016","ink_naming","congruent",5,37,1,924
"subj016","ink_naming","congruent",5,38,1,1153
"subj016","ink_naming","incongruent",5,39,1,1240
"subj016","word_reading","incongruent",5,40,1,722
"subj016","word_reading","congruent",5,41,1,495
"subj016","ink_naming","incongruent",5,42,1,1165
"subj016","word_reading","congruent",5,43,1,514
"subj016","word_reading","congruent",5,44,1,778
"subj016","word_reading","incongruent",5,45,1,755
"subj016","ink_naming","congruent",5,47,1,808
"subj016","ink_naming","congruent",5,48,1,1017
"subj016","word_reading","congruent",5,49,1,662
"subj016","ink_naming","incongruent",5,50,1,1099
"subj016","word_reading","incongruent",6,1,1,674
"subj016","word_reading","incongruent",6,2,1,789
"subj016","ink_naming","congruent",6,3,1,1106
"subj016","ink_naming","congruent",6,4,1,995
"subj016","word_reading","congruent",6,5,1,701
"subj016","word_reading","incongruent",6,6,1,654
"subj016","word_reading","congruent",6,7,1,715
"subj016","ink_naming","congruent",6,8,1,950
"subj016","ink_naming","incongruent",6,9,1,1048
"subj016","word_reading","congruent",6,10,1,831
"subj016","ink_naming","congruent",6,11,1,965
"subj016","word_reading","congruent",6,12,1,648
"subj016","word_reading","incongruent",6,13,0,844
"subj016","word_reading","incongruent",6,14,1,792
"subj016","ink_naming","incongruent",6,15,1,1018
"subj016","word_reading","incongruent",6,16,1,857
"subj016","word_reading","incongruent",6,17,1,891
"subj016","ink_naming","congruent",6,18,1,941
"subj016","ink_naming","incongruent",6,19,1,1106
"subj016","ink_naming","incongruent",6,20,1,1141
"subj016","word_reading","incongruent",6,21,1,882
"subj016","word_reading","incongruent",6,22,1,756
"subj016","ink_naming","incongruent",6,23,1,1161
"subj016","word_reading","incongruent",6,24,1,616
"subj016","word_reading","congruent",6,26,1,754
"subj016","word_reading","incongruent",6,27,1,652
"subj016","ink_naming","incongruent",6,28,1,1149
"subj016","ink_naming","congruent",6,29,1,880
"subj016","ink_naming","incongruent",6,30,1,1160
"subj016","ink_naming","incongruent",6,31,1,1231
"subj016","ink_naming","incongruent",6,32,1,1070
"subj016","ink_naming","congruent",6,33,1,972
"subj016","word_reading","congruent",6,34,1,584
"subj016","ink_naming","incongruent",6,35,1,1190
"subj016","word_reading","congruent",6,36,1,724
"subj016","ink_naming","congruent",6,37,1,1074
"subj016","word_reading","incongruent",6,38,1,834
"subj016","ink_naming","incongruent",6,39,1,1095
"subj016","word_reading","incongruent",6,40,1,730
"subj016","word_reading","congruent",6,41,1,820
"subj016","word_reading","incongruent",6,42,1,663
"subj016","ink_naming","incongruent",6,43,1,1163
"subj016","ink_naming","congruent",6,44,1,1134
"subj016","word_reading","congruent",6,45,1,821
"subj016","ink_naming","incongruent",6,46,1,1192
"subj016","ink_naming","incongruent",6,47,1,1192
"subj016","ink_naming","incongruent",6,48,1,1303
"subj016","word_reading","congruent",6,49,1,646
"subj016","ink_naming","congruent",6,50,1,889
"subj016","word_reading","incongruent",7,1,1,803
"subj016","ink_naming","incongruent",7,2,0,1246
"subj016","ink_naming","congruent",7,3,1,984
"subj016","word_reading","congruent",7,4,1,690
"subj016","word_reading","congruent",7,6,1,667
"subj016","word_reading","incongruent",7,7,1,605
"subj016","word_reading","incongruent",7,8,1,803
"subj016","word_reading","congruent",7,9,1,772
"subj016","ink_naming","incongruent",7,10,1,1234
"subj016","word_reading","congruent",7,11,1,896
"subj016","word_reading","incongruent",7,12,1,861
"subj016","ink_naming","congruent",7,13,1,789
"subj016","word_reading","incongruent",7,14,1,844
"subj016","word_reading","congruent",7,15,1,733
"subj016","word_reading","incongruent",7,16,1,761
"subj016","ink_naming","congruent",7,17,1,892
"subj016","word_reading","incongruent",7,18,1,623
"subj016","word_reading","congruent",7,19,1,808
"subj016","ink_naming","incongruent",7,20,0,1068
"subj016","ink_naming","incongruent",7,21,1,1090
"subj016","ink_naming","incongruent",7,22,1,987
"subj016","ink_naming","incongruent",7,23,1,1168
"subj016","ink_naming","incongruent",7,24,1,1029
"subj016","word_reading","congruent",7,25,1,683
"subj016","word_reading","congruent",7,26,1,946
"subj016","word_reading","incongruent",7,27,1,785
"subj016","word_reading","incongruent",7,28,1,624
"subj016","word_reading","congruent",7,29,1,747
"subj016","word_reading","congruent",7,31,1,1505
"subj016","ink_naming","congruent",7,32,1,1087
"subj016","word_reading","incongruent",7,33,1,653
"subj016","word_reading","congruent",7,34,1,524
"subj016","word_reading","congruent",7,35,1,869
"subj016","word_reading","congruent",7,36,1,647
"subj016","ink_naming","congruent",7,37,1,1014
"subj016","ink_naming","congruent",7,38,1,1063
"subj016","word_reading","congruent",7,39,1,710
"subj016","word_reading","congruent",7,40,1,702
"subj016","word_reading","congruent",7,41,1,833
"subj016","word_reading","congruent",7,42,1,591
"subj016","ink_naming","incongruent",7,43,1,1210
"subj016","ink_naming","incongruent",7,44,1,1317
"subj016","ink_naming","incongruent",7,45,1,1271
"subj016","word_reading","congruent",7,46,1,689
"subj016","ink_naming","incongruent",7,47,1,1148
"subj016","word_reading","incongruent",7,48,1,692
"subj016","ink_naming","incongruent",7,49,1,2787
"subj016","word_reading","congruent",7,50,1,882
"subj016","word_reading","congruent",8,1,1,934
"subj016","ink_naming","congruent",8,2,1,990
"subj016","word_reading","incongruent",8,3,1,705
"subj016","word_reading","incongruent",8,4,1,585
"subj016","ink_naming","congruent",8,5,1,878
"subj016","word_reading","congruent",8,6,0,2074
"subj016","word_reading","congruent",8,7,1,933
"subj016","word_reading","congruent",8,8,1,645
"subj016","word_reading","incongruent",8,9,1,677
"subj016","word_reading","congruent",8,10,1,536
"subj016","word_reading","incongruent",8,12,1,690
"subj016","word_reading","congruent",8,13,1,601
"subj016","ink_naming","congruent",8,14,1,1070
"subj016","word_reading","incongruent",8,15,1,677
"subj016","word_reading","congruent",8,16,1,765
"subj016","word_reading","congruent",8,17,1,541
"subj016","word_reading","congruent",8,18,1,786
"subj016","ink_naming","congruent",8,19,1,776
"subj016","word_reading","incongruent",8,20,1,707
"subj016","ink_naming","incongruent",8,21,1,921
"subj016","word_reading","congruent",8,22,1,689
"subj016","ink_naming","congruent",8,23,1,970
"subj016","word_reading","congruent",8,24,1,797
"subj016","word_reading","incongruent",8,25,1,528
"subj016","ink_naming","congruent",8,26,1,1083
"subj016","word_reading","congruent",8,27,1,686
"subj016","ink_naming","incongruent",8,28,0,1191
"subj016","ink_naming","incongruent",8,29,1,336
"subj016","word_reading","incongruent",8,30,1,718
"subj016","word_reading","congruent",8,31,1,682
"subj016","word_reading","congruent",8,32,1,594
"subj016","ink_naming","incongruent",8,33,1,946
"subj016","ink_naming","incongruent",8,34,1,1142
"subj016","ink_naming","congruent",8,35,1,949
"subj016","ink_naming","incongruent",8,36,1,1193
"subj016","ink_naming","congruent",8,37,1,977
"subj016","word_reading","congruent",8,38,1,756
"subj016","ink_naming","incongruent",8,39,1,1201
"subj016","ink_naming","incongruent",8,40,1,1226
"subj016","ink_naming","congruent",8,41,0,917
"subj016","word_reading","incongruent",8,42,1,685
"subj016","ink_naming","incongruent",8,43,1,1264
"subj016","ink_naming","congruent",8,44,1,927
"subj016","word_reading","incongruent",8,45,1,744
"subj016","word_reading","incongruent",8,46,1,696
"subj016","word_reading","incongruent",8,47,1,717
"subj016","word_reading","congruent",8,48,1,527
"subj016","ink_naming","congruent",8,49,1,1079
"subj017","word_reading","incongruent",1,1,0,783
"subj017","ink_naming","incongruent",1,4,1,1140
"subj017","word_reading","incongruent",1,5,1,857
"subj017","ink_naming","incongruent",1,6,1,1068
"subj017","ink_naming","incongruent",1,7,1,1227
"subj017","word_reading","congruent",1,8,1,776
"subj017","ink_naming","incongruent",1,9,1,1261
"subj017","word_reading","incongruent",1,10,1,628
"subj017","ink_naming","incongruent",1,11,1,1098
"subj017","ink_naming","congruent",1,12,1,929
"subj017","ink_naming","congruent",1,13,1,921
"subj017","ink_naming","incongruent",1,14,1,1119
"subj017","word_reading","congruent",1,15,1,543
"subj017","word_reading","incongruent",1,16,1,478
"subj017","ink_naming","congruent",1,17,1,1100
"subj017","word_reading","congruent",1,18,1,831
"subj017","word_reading","incongruent",1,19,1,707
"subj017","ink_naming","congruent",1,20,1,886
"subj017","word_reading","incongruent",1,21,1,686
"subj017","word_reading","incongruent",1,22,1,642
"subj017","word_reading","incongruent",1,23,1,591
"subj017","ink_naming","congruent",1,24,1,1147
"subj017","word_reading","congruent",1,25,1,693
"subj017","word_reading","congruent",1,26,1,646
"subj017","ink_naming","incongruent",1,27,1,1164
"subj017","word_reading","congruent",1,29,1,771
"subj017","word_reading","congruent",1,30,1,685
"subj017","word_reading","congruent",1,31,1,699
"subj017","ink_naming","congruent",1,32,1,1100
"subj017","word_reading","congruent",1,34,1,878
"subj017","ink_naming","incongruent",1,35,1,1236
"subj017","ink_naming","incongruent",1,36,1,1170
"subj017","word_reading","congruent",1,37,1,640
"subj017","word_reading","congruent",1,38,1,672
"subj017","ink_naming","congruent",1,40,1,1018
"subj017","word_reading","incongruent",1,41,1,556
"subj017","ink_naming","incongruent",1,42,0,1173
"subj017","word_reading","incongruent",1,43,1,798
"subj017","word_reading","congruent",1,44,1,765
"subj017","word_reading","incongruent",1,45,1,752
"subj017","word_reading","incongruent",1,46,1,770
"subj017","word_reading","incongruent",1,47,1,796
"subj017","ink_naming","congruent",1,48,1,979
"subj017","word_reading","congruent",1,49,1,913
"subj017","ink_naming","congruent",1,50,1,1070
"subj017","word_reading","congruent",2,1,1,629
"subj017","word_reading","congruent",2,3,1,740
"subj017","word_reading","incongruent",2,4,1,891
"subj017","word_reading","incongruent",2,5,1,664
"subj017","ink_naming","congruent",2,6,1,1237
"subj017","ink_naming","incongruent",2,7,1,1162
"subj017","ink_naming","incongruent",2,8,1,1016
"subj017","word_reading","incongruent",2,9,1,708
"subj017","word_reading","incongruent",2,10,1,829
"subj017","word_reading","congruent",2,11,1,826
"subj017","ink_naming","incongruent",2,12,1,1250
"subj017","word_reading","congruent",2,13,1,789
"subj017","word_reading","incongruent",2,14,1,705
"subj017","word_reading","congruent",2,15,1,538
"subj017","word_reading","incongruent",2,16,1,670
"subj017","word_reading","incongruent",2,17,1,788
"subj017","ink_naming","incongruent",2,18,1,1138
"subj017","word_reading","congruent",2,19,1,714
"subj017","ink_naming","congruent",2,21,1,1077
"subj017","word_reading","incongruent",2,23,1,608
"subj017","word_reading","congruent",2,24,1,667
"subj017","ink_naming","incongruent",2,25,1,1169
"subj017","ink_naming","congruent",2,26,1,992
"subj017","ink_naming","incongruent",2,27,1,1061
"subj017","ink_naming","congruent",2,28,1,804
"subj017","ink_naming","congruent",2,29,1,916
"subj017","ink_naming","incongruent",2,30,1,1247
"subj017","ink_naming","congruent",2,32,1,1125
"subj017","ink_naming","congruent",2,33,1,1146
"subj017","word_reading","incongruent",2,35,1,779
"subj017","word_reading","incongruent",2,36,1,638
"subj017","word_reading","congruent",2,37,1,693
"subj017","word_reading","congruent",2,38,1,636
"subj017","word_reading","incongruent",2,39,1,619
"subj017","word_reading","congruent",2,40,1,656
"subj017","word_reading","congruent",2,41,1,648
"subj017","ink_naming","incongruent",2,42,1,1142
"subj017","word_reading","congruent",2,43,1,556
"subj017","word_reading","congruent",2,44,1,761
"subj017","ink_naming","congruent",2,45,1,993
"subj017","word_reading","incongruent",2,46,1,482
"subj017","word_reading","incongruent",2,47,1,672
"subj017","word_reading","congruent",2,48,1,743
"subj017","ink_naming","congruent",2,49,1,817
"subj017","word_reading","incongruent",2,50,1,805
"subj017","ink_naming","congruent",3,1,1,1081
"subj017","ink_naming","incongruent",3,2,1,997
"subj017","ink_naming","congruent",3,3,1,1221
"subj017","word_reading","congruent",3,4,1,652
"subj017","word_reading","incongruent",3,5,1,804
"subj017","ink_naming","congruent",3,6,1,1153
"subj017","ink_naming","congruent",3,7,1,1209
"subj017","word_reading","congruent",3,8,1,654
"subj017","word_reading","congruent",3,9,1,557
"subj017","word_reading","congruent",3,10,1,654
"subj017","ink_naming","incongruent",3,12,1,1162
"subj017","word_reading","incongruent",3,13,1,751
"subj017","word_reading","congruent",3,14,1,717
"subj017","word_reading","incongruent",3,15,1,755
"subj017","word_reading","incongruent",3,16,1,648
"subj017","ink_naming","congruent",3,17,1,1127
"subj017","ink_naming","congruent",3,18,1,823
"subj017","ink_naming","incongruent",3,20,1,1168
"subj017","word_reading","congruent",3,21,1,710
"subj017","word_reading","incongruent",3,22,1,822
"subj017","word_reading","congruent",3,23,1,558
"subj017","ink_naming","congruent",3,24,1,1105
"subj017","ink_naming","congruent",3,25,1,1098
"subj017","ink_naming","incongruent",3,26,1,1229
"subj017","ink_naming","incongruent",3,27,1,1041
"subj017","word_reading","incongruent",3,28,1,856
"subj017","word_reading","incongruent",3,29,1,913
"subj017","ink_naming","congruent",3,30,1,999
"subj017","ink_naming","congruent",3,31,1,874
"subj017","word_reading","incongruent",3,32,1,524
"subj017","word_reading","incongruent",3,33,1,685
"subj017","ink_naming","incongruent",3,34,1,1231
"subj017","word_reading","incongruent",3,35,1,755
"subj017","word_reading","congruent",3,36,1,827
"subj017","word_reading","incongruent",3,37,1,662
"subj017","word_reading","congruent",3,38,1,523
"subj017","word_reading","congruent",3,39,1,600
"subj017","ink_naming","incongruent",3,40,1,1029
"subj017","ink_naming","congruent",3,41,1,1031
"subj017","ink_naming","congruent",3,42,1,1073
"subj017","word_reading","congruent",3,43,1,847
"subj017","ink_naming","incongruent",3,44,1,1130
"subj017","word_reading","congruent",3,45,1,701
"subj017","word_reading","incongruent",3,48,1,649
"subj017","ink_naming","incongruent",3,49,1,1318
"subj017","ink_naming","incongruent",3,50,1,1190
"subj017","word_reading","incongruent",4,1,1,793
"subj017","word_reading","congruent",4,2,1,873
"subj017","word_reading","incongruent",4,3,1,474
"subj017","word_reading","congruent",4,4,1,727
"subj017","word_reading","congruent",4,5,1,774
"subj017","ink_naming","congruent",4,6,0,1092
"subj017","word_reading","congruent",4,7,1,807
"subj017","word_reading","congruent",4,8,1,645
"subj017","ink_naming","incongruent",4,10,1,951
"subj017","ink_naming","incongruent",4,11,0,1052
"subj017","word_reading","congruent",4,12,1,762
"subj017","word_reading","incongruent",4,13,1,633
"subj017","word_reading","incongruent",4,14,1,690
"subj017","ink_naming","incongruent",4,15,1,1386
"subj017","word_reading","incongruent",4,16,1,568
"subj017","word_reading","congruent",4,17,1,661
"subj017","ink_naming","incongruent",4,18,0,1181
"subj017","ink_naming","incongruent",4,20,1,1127
"subj017","word_reading","congruent",4,21,1,646
"subj017","ink_naming","congruent",4,22,0,1164
"subj017","word_reading","congruent",4,23,1,696
"subj017","word_reading","congruent",4,24,1,368
"subj017","word_reading","incongruent",4,26,1,755
"subj017","ink_naming","incongruent",4,27,1,1158
"subj017","word_reading","incongruent",4,28,1,739
"subj017","ink_naming","incongruent",4,30,1,1115
"subj017","ink_naming","congruent",4,31,1,1115
"subj017","word_reading","incongruent",4,32,1,633
"subj017","ink_naming","incongruent",4,34,1,1073
"subj017","word_reading","congruent",4,35,0,640
"subj017","ink_naming","congruent",4,36,1,963
"subj017","word_reading","incongruent",4,37,1,694
"subj017","word_reading","incongruent",4,38,1,898
"subj017","word_reading","incongruent",4,39,1,701
"subj017","ink_naming","incongruent",4,40,1,1134
"subj017","ink_naming","incongruent",4,41,1,1287
"subj017","word_reading","incongruent",4,42,1,594
"subj017","ink_naming","incongruent",4,43,1,1034
"subj017","ink_naming","incongruent",4,44,1,1259
"subj017","ink_naming","incongruent",4,45,1,1058
"subj017","ink_naming","congruent",4,46,1,1032
"subj017","word_reading","incongruent",4,47,1,745
"subj017","ink_naming","incongruent",4,48,1,1310
"subj017","word_reading","congruent",4,49,1,674
"subj017","ink_naming","congruent",4,50,1,926
"subj017","ink_naming","congruent",5,1,1,1033
"subj017","word_reading","congruent",5,2,1,671
"subj017","ink_naming","incongruent",5,3,1,1299
"subj017","word_reading","incongruent",5,4,1,720
"subj017","word_reading","congruent",5,5,1,744
"subj017","ink_naming","congruent",5,6,1,881
"subj017","ink_naming","incongruent",5,7,1,1197
"subj017","word_reading","incongruent",5,8,1,799
"subj017","ink_naming","incongruent",5,9,1,1118
"subj017","ink_naming","incongruent",5,10,1,966
"subj017","word_reading","congruent",5,11,1,718
"subj017","ink_naming","congruent",5,13,1,1043
"subj017","word_reading","incongruent",5,14,1,653
"subj017","ink_naming","incongruent",5,15,1,1041
"subj017","ink_naming","incongruent",5,16,1,1029
"subj017","word_reading","congruent",5,17,0,725
"subj017","word_reading","incongruent",5,18,1,763
"subj017","ink_naming","incongruent",5,19,1,1209
"subj017","ink_naming","congruent",5,20,1,1072
"subj017","ink_naming","congruent",5,21,1,959
"subj017","word_reading","congruent",5,22,1,760
"subj017","word_reading","congruent",5,23,1,683
"subj017","word_reading","congruent",5,24,1,810
"subj017","ink_naming","congruent",5,25,1,933
"subj017","word_reading","incongruent",5,26,1,857
"subj017","ink_naming","incongruent",5,27,1,1171
"subj017","ink_naming","incongruent",5,28,1,1060
"subj017","word_reading","congruent",5,29,1,691
"subj017","ink_naming","congruent",5,30,1,1081
"subj017","ink_naming","incongruent",5,31,1,1009
"subj017","ink_naming","congruent",5,32,1,956
"subj017","ink_naming","congruent",5,33,1,1024
"subj017","ink_naming","congruent",5,34,0,2239
"subj017","word_reading","incongruent",5,35,1,625
"subj017","ink_naming","incongruent",5,36,1,1144
"subj017","word_reading","incongruent",5,37,1,650
"subj017","word_reading","incongruent",5,38,1,744
"subj017","word_reading","congruent",5,39,1,783
"subj017","ink_naming","congruent",5,40,1,1018
"subj017","word_reading","incongruent",5,41,1,747
"subj017","word_reading","congruent",5,42,1,839
"subj017","word_reading","congruent",5,43,1,652
"subj017","word_reading","congruent",5,44,1,755
"subj017","word_reading","incongruent",5,46,1,674
"subj017","word_reading","incongruent",5,47,1,706
"subj017","word_reading","congruent",5,48,1,547
"subj017","word_reading","incongruent",5,49,1,717
"subj017","ink_naming","congruent",6,1,1,1031
"subj017","word_reading","incongruent",6,3,1,782
"subj017","word_reading","congruent",6,4,1,799
"subj017","word_reading","congruent",6,5,1,823
"subj017","ink_naming","congruent",6,6,1,940
"subj017","word_reading","congruent",6,7,1,815
"subj017","ink_naming","incongruent",6,8,1,938
"subj017","ink_naming","incongruent",6,9,1,1067
"subj017","ink_naming","incongruent",6,10,1,1300
"subj017","ink_naming","congruent",6,11,1,1082
"subj017","ink_naming","incongruent",6,12,1,1168
"subj017","ink_naming","incongruent",6,13,1,1024
"subj017","word_reading","incongruent",6,14,1,780
"subj017","word_reading","incongruent",6,15,1,837
"subj017","ink_naming","congruent",6,16,1,974
"subj017","word_reading","incongruent",6,17,1,697
"subj017","ink_naming","incongruent",6,18,1,1120
"subj017","ink_naming","incongruent",6,19,1,1081
"subj017","word_reading","incongruent",6,20,1,740
"subj017","word_reading","incongruent",6,21,1,508
"subj017","word_reading","incongruent",6,22,0,870
"subj017","word_reading","incongruent",6,24,1,722
"subj017","word_reading","congruent",6,25,1,553
"subj017","word_reading","incongruent",6,26,1,799
"subj017","ink_naming","congruent",6,27,1,1066
"subj017","word_reading","congruent",6,28,1,826
"subj017","ink_naming","congruent",6,29,1,920
"subj017","word_reading","congruent",6,30,1,688
"subj017","ink_naming","congruent",6,31,1,942
"subj017","ink_naming","congruent",6,32,1,1023
"subj017","ink_naming","congruent",6,33,1,889
"subj017","word_reading","congruent",6,35,0,803
"subj017","word_reading","incongruent",6,36,0,715
"subj017","ink_naming","congruent",6,37,1,849
"subj017","ink_naming","congruent",6,38,1,939
"subj017","ink_naming","incongruent",6,39,1,1369
"subj017","ink_naming","congruent",6,40,1,963
"subj017","word_reading","incongruent",6,41,1,741
"subj017","ink_naming","congruent",6,42,1,974
"subj017","word_reading","congruent",6,43,1,584
"subj017","ink_naming","incongruent",6,44,1,1260
"subj017","word_reading","congruent",6,45,1,667
"subj017","word_reading","incongruent",6,46,1,439
"subj017","word_reading","congruent",6,47,0,666
"subj017","word_reading","congruent",6,48,1,889
"subj017","word_reading","incongruent",6,49,1,544
"subj017","ink_naming","congruent",6,50,1,1095
"subj017","word_reading","congruent",7,1,1,665
"subj017","ink_naming","incongruent",7,2,1,1291
"subj017","word_reading","congruent",7,3,1,792
"subj017","ink_naming","incongruent",7,4,1,1281
"subj017","ink_naming","congruent",7,8,1,1249
"subj017","ink_naming","incongruent",7,10,1,1304
"subj017","word_reading","incongruent",7,11,1,680
"subj017","ink_naming","congruent",7,12,1,969
"subj017","word_reading","congruent",7,13,1,818
"subj017","word_reading","incongruent",7,14,1,702
"subj017","ink_naming","incongruent",7,16,1,1279
"subj017","ink_naming","congruent",7,17,1,920
"subj017","ink_naming","incongruent",7,18,1,1146
"subj017","word_reading","congruent",7,20,1,792
"subj017","ink_naming","congruent",7,21,1,970
"subj017","word_reading","incongruent",7,22,1,733
"subj017","word_reading","congruent",7,23,1,748
"subj017","word_reading","congruent",7,24,1,770
"subj017","ink_naming","incongruent",7,25,1,1060
"subj017","ink_naming","congruent",7,28,1,1050
"subj017","ink_naming","congruent",7,29,1,806
"subj017","ink_naming","congruent",7,31,1,1172
"subj017","ink_naming","incongruent",7,32,1,1105
"subj017","ink_naming","incongruent",7,33,1,1296
"subj017","ink_naming","incongruent",7,34,1,1089
"subj017","word_reading","incongruent",7,35,1,682
"subj017","ink_naming","incongruent",7,36,1,1230
"subj017","word_reading","incongruent",7,37,1,471
"subj017","ink_naming","congruent",7,38,1,995
"subj017","word_reading","incongruent",7,39,1,698
"subj017","ink_naming","congruent",7,40,1,1037
"subj017","word_reading","congruent",7,41,1,650
"subj017","word_reading","congruent",7,42,1,845
"subj017","word_reading","congruent",7,43,0,898
"subj017","ink_naming","congruent",7,44,1,907
"subj017","word_reading","incongruent",7,45,1,724
"subj017","ink_naming","congruent",7,46,1,982
"subj017","ink_naming","incongruent",7,47,1,1119
"subj017","ink_naming","incongruent",7,49,1,1178
"subj017","ink_naming","incongruent",7,50,1,1218
"subj017","ink_naming","incongruent",8,1,1,1051
"subj017","word_reading","congruent",8,2,1,757
"subj017","word_reading","congruent",8,3,1,630
"subj017","word_reading","incongruent",8,4,1,739
"subj017","word_reading","incongruent",8,5,1,853
"subj017","ink_naming","congruent",8,6,1,956
"subj017","word_reading","congruent",8,7,1,775
"subj017","ink_naming","incongruent",8,8,1,1078
"subj017","word_reading","congruent",8,9,0,526
"subj017","ink_naming","incongruent",8,10,0,1189
"subj017","ink_naming","congruent",8,11,1,980
"subj017","ink_naming","incongruent",8,12,1,1297
"subj017","ink_naming","congruent",8,13,1,1014
"subj017","word_reading","incongruent",8,14,1,674
"subj017","word_reading","incongruent",8,15,1,600
"subj017","word_reading","congruent",8,16,1,551
"subj017","word_reading","incongruent",8,17,1,854
"subj017","word_reading","incongruent",8,18,1,702
"subj017","word_reading","congruent",8,19,1,715
"subj017","word_reading","incongruent",8,20,1,766
"subj017","ink_naming","incongruent",8,21,1,1159
"subj017","ink_naming","incongruent",8,22,1,1172
"subj017","word_reading","congruent",8,24,1,729
"subj017","word_reading","incongruent",8,25,1,591
